name,time,filled,hum,location,mag,pressure,temp,x_axis,y_axis,z_axis
unit_3,1573015425014720000,7,29,car,,30357.099609,26,,,
unit_3,1573015435038712000,7,35,car,,30842.130859,26,,,
unit_3,1573015445062588000,7,35,car,,30842.130859,26,,,
unit_3,1573015452089688000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452093728000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452098848000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452103968000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452109088000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452114168000,,,car,0.24,,,0,0,0.24
unit_3,1573015452119328000,,,car,0.32,,,0,0,0.32
unit_3,1573015452124464000,,,car,0.974526,,,0.56,0.69,0.4
unit_3,1573015452129604000,,,car,1.022595,,,0.64,0.69,0.4
unit_3,1573015452133748000,,,car,0.392428,,,0.24,0.3,0.08
unit_3,1573015452138784000,,,car,0.327567,,,0,0.07,0.32
unit_3,1573015452143904000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015452149024000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015452154144000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015452159256000,,,car,0.288444,,,0.16,0,0.24
unit_3,1573015452164364000,,,car,0.226274,,,0.16,0,0.16
unit_3,1573015452169568000,,,car,0.288444,,,0.16,0,0.24
unit_3,1573015452174708000,,,car,1.01,,,0.48,0.69,0.56
unit_3,1573015452178772000,,,car,2.299304,,,1.68,1.3,0.88
unit_3,1573015452183904000,,,car,1.205985,,,0.72,0.84,0.48
unit_3,1573015452189168000,,,car,5.370773,,,0.16,0.3,5.36
unit_3,1573015452194956000,,,car,0.755844,,,0,0.23,0.72
unit_3,1573015452199284000,,,car,0.612209,,,0,0.38,0.48
unit_3,1573015452204348000,,,car,0.693109,,,0.4,0.3,0.48
unit_3,1573015452209452000,,,car,0.219317,,,0.16,0.15,0
unit_3,1573015452214560000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452218688000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452223796000,,,car,1.140219,,,0.64,0.61,0.72
unit_3,1573015452228924000,,,car,1.24936,,,0.8,0.53,0.8
unit_3,1573015452267076000,,,car,0.106301,,,0.08,0.07,0
unit_3,1573015452271924000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452277000000,,,car,0,,,0,0,0
unit_3,1573015452282224000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452287272000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452292416000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452297560000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452302648000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015452306776000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015452311832000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015452319384000,,,car,0.325115,,,0.24,0.15,0.16
unit_3,1573015455086516000,7,35,car,,30842.130859,26,,,
unit_3,1573015465109996000,7,35,car,,30360.529297,26,,,
unit_3,1573015475133432000,7,35,car,,30842.130859,26,,,
unit_3,1573015485157352000,7,35,car,,30842.130859,26,,,
unit_3,1573015488566568000,,,car,0.368917,,,0.24,0.23,0.16
unit_3,1573015488570716000,,,car,0.466905,,,0.32,0.3,0.16
unit_3,1573015488575860000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488580856000,,,car,0.16,,,0,0,0.16
unit_3,1573015488586024000,,,car,0.16,,,0,0,0.16
unit_3,1573015488591104000,,,car,0.16,,,0,0,0.16
unit_3,1573015488596272000,,,car,0.16,,,0,0,0.16
unit_3,1573015488601352000,,,car,0.16,,,0,0,0.16
unit_3,1573015488606520000,,,car,0.24,,,0,0,0.24
unit_3,1573015488611600000,,,car,0.24,,,0,0,0.24
unit_3,1573015488615744000,,,car,0.655134,,,0.4,0.46,0.24
unit_3,1573015488620880000,,,car,1.307823,,,0.88,0.84,0.48
unit_3,1573015488626020000,,,car,0.44587,,,0.32,0.3,0.08
unit_3,1573015488631076000,,,car,0.362353,,,0.08,0.15,0.32
unit_3,1573015488636200000,,,car,0.406079,,,0,0.07,0.4
unit_3,1573015488641280000,,,car,0.48,,,0,0,0.48
unit_3,1573015488646480000,,,car,0.486621,,,0.08,0,0.48
unit_3,1573015488651600000,,,car,0.486621,,,0.08,0,0.48
unit_3,1573015488656720000,,,car,0.486621,,,0.08,0,0.48
unit_3,1573015488661868000,,,car,0.45618,,,0.4,0.15,0.16
unit_3,1573015488667044000,,,car,4.257946,,,0.16,0.46,4.23
unit_3,1573015488672848000,,,car,1.25064,,,1.04,0.69,0.08
unit_3,1573015488677248000,,,car,0.698642,,,0.16,0.23,0.64
unit_3,1573015488682320000,,,car,0.691737,,,0.4,0.07,0.56
unit_3,1573015488687472000,,,car,0.341906,,,0.24,0.23,0.08
unit_3,1573015488692540000,,,car,0.23,,,0,0.23,0
unit_3,1573015488697688000,,,car,0.296816,,,0.16,0.07,0.24
unit_3,1573015488701724000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015488706828000,,,car,0.219317,,,0,0.15,0.16
unit_3,1573015488747392000,,,car,0.08,,,0.08,0,0
unit_3,1573015488751972000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015488757068000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015488762176000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488767368000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488772464000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488777560000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488782584000,,,car,0.08,,,0.08,0,0
unit_3,1573015488786744000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015488791792000,,,car,0,,,0,0,0
unit_3,1573015488799264000,,,car,0.325115,,,0.24,0.15,0.16
unit_3,1573015491020104000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015491025200000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015491030296000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015491035488000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015491040584000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015491045640000,,,car,0.16,,,0,0,0.16
unit_3,1573015491050812000,,,car,0.52192,,,0.32,0.38,0.16
unit_3,1573015491055932000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015491061024000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015491066176000,,,car,0.16,,,0,0,0.16
unit_3,1573015491071232000,,,car,0.16,,,0,0,0.16
unit_3,1573015491076384000,,,car,0.16,,,0,0,0.16
unit_3,1573015491090584000,,,car,0.24,,,0,0,0.24
unit_3,1573015491094848000,,,car,0.25,,,0,0.07,0.24
unit_3,1573015491099948000,,,car,0.52192,,,0.32,0.38,0.16
unit_3,1573015491105060000,,,car,0.233452,,,0.08,0.15,0.16
unit_3,1573015491110248000,,,car,0.25,,,0,0.07,0.24
unit_3,1573015491115304000,,,car,0.32,,,0,0,0.32
unit_3,1573015491120400000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015491125608000,,,car,1.958188,,,0.8,0.61,-1.68
unit_3,1573015491130836000,,,car,3.894817,,,0.96,0.84,3.68
unit_3,1573015491135848000,,,car,1.921484,,,0.16,0.53,1.84
unit_3,1573015491140960000,,,car,0.362353,,,0.08,0.15,0.32
unit_3,1573015491146056000,,,car,0.825167,,,0.32,0.69,0.32
unit_3,1573015491151184000,,,car,0.929731,,,0,0.3,0.88
unit_3,1573015491156288000,,,car,0.291376,,,0.08,0.23,0.16
unit_3,1573015491161328000,,,car,0.08,,,0,0,0.08
unit_3,1573015491166592000,,,car,0.364555,,,0.16,0.07,0.32
unit_3,1573015491171568000,,,car,0,,,0,0,0
unit_3,1573015491175732000,,,car,0.106301,,,0.08,0.07,0
unit_3,1573015491191104000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015491195276000,,,car,0.192094,,,0.16,0.07,0.08
unit_3,1573015491200288000,,,car,0.08,,,0.08,0,0
unit_3,1573015491205392000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491210536000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491215680000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491219760000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491224904000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491230048000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015491235096000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015492218168000,,,car,0.16,,,0,0,0.16
unit_3,1573015492223264000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015492228416000,,,car,0.16,,,0,0,0.16
unit_3,1573015492233472000,,,car,0.16,,,0,0,0.16
unit_3,1573015492238664000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015492242792000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015492247888000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015492252964000,,,car,0.50319,,,0.32,0.38,0.08
unit_3,1573015492258172000,,,car,0.233452,,,0.08,0.15,0.16
unit_3,1573015492263264000,,,car,0.25,,,0,0.07,0.24
unit_3,1573015492268320000,,,car,0.24,,,0,0,0.24
unit_3,1573015492273472000,,,car,0.32,,,0,0,0.32
unit_3,1573015492287524000,,,car,0.32,,,0,0,0.32
unit_3,1573015492291920000,,,car,0.4,,,0,0,0.4
unit_3,1573015492297056000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015492302140000,,,car,3.13,,,0.24,1.53,2.72
unit_3,1573015492307368000,,,car,5.782214,,,1.04,0.3,5.68
unit_3,1573015492312956000,,,car,1.617189,,,0.72,1.15,0.88
unit_3,1573015492317576000,,,car,1.334016,,,0.56,0.46,1.12
unit_3,1573015492322652000,,,car,0.615224,,,0,0.61,0.08
unit_3,1573015492326772000,,,car,0.90824,,,0.48,0.53,0.56
unit_3,1573015492331880000,,,car,0.733826,,,0.4,0.61,0.08
unit_3,1573015492336980000,,,car,0.42,,,0.16,0.38,0.08
unit_3,1573015492342060000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015492347212000,,,car,0.106301,,,0.08,0.07,0
unit_3,1573015492352344000,,,car,0.192094,,,0.16,0.07,0.08
unit_3,1573015492357440000,,,car,0.233452,,,0.16,0.15,0.08
unit_3,1573015492364320000,,,car,0.294109,,,0.24,0.15,0.08
unit_3,1573015492368752000,,,car,0.192094,,,0.16,0.07,0.08
unit_3,1573015492373812000,,,car,0.174642,,,0.16,0.07,0
unit_3,1573015492379016000,,,car,0.192094,,,0.16,0.07,0.08
unit_3,1573015492391240000,,,car,0.133041,,,0.08,0.07,0.08
unit_3,1573015492395372000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015492400468000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015492405568000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015492410712000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495181316000,7,35,car,,30360.529297,26,,,
unit_3,1573015495381320000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015495386448000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015495391576000,,,car,0.178885,,,0.08,0,0.16
unit_3,1573015495396704000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015495400696000,,,car,0.16,,,0,0,0.16
unit_3,1573015495405912000,,,car,0.252982,,,0.08,0,0.24
unit_3,1573015495411080000,,,car,0.192094,,,0.08,0.07,0.16
unit_3,1573015495424992000,,,car,0.262488,,,0.08,0.07,0.24
unit_3,1573015495429556000,,,car,0.262488,,,0.08,0.07,0.24
unit_3,1573015495434564000,,,car,0.262488,,,0.08,0.07,0.24
unit_3,1573015495439696000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015495443780000,,,car,0.337194,,,0.08,0.07,0.32
unit_3,1573015495448904000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015495454008000,,,car,0.329848,,,0.08,0,0.32
unit_3,1573015495459172000,,,car,0.413884,,,0.08,0.07,0.4
unit_3,1573015495464244000,,,car,0.413884,,,0.08,0.07,0.4
unit_3,1573015495469404000,,,car,0.413884,,,0.08,0.07,0.4
unit_3,1573015495474564000,,,car,0.413884,,,0.08,0.07,0.4
unit_3,1573015495479636000,,,car,0.49163,,,0.08,0.07,0.48
unit_3,1573015495483724000,,,car,0.510784,,,0.16,0.07,0.48
unit_3,1573015495488996000,,,car,5.628366,,,0.56,0.07,5.6
unit_3,1573015495493976000,,,car,0.843386,,,0.16,0.61,0.56
unit_3,1573015495499124000,,,car,0.764788,,,0.32,0.69,0.08
unit_3,1573015495504256000,,,car,2.335659,,,0.56,0.69,2.16
unit_3,1573015495509320000,,,car,0.888144,,,0.24,0.84,0.16
unit_3,1573015495522348000,,,car,0.178885,,,0.08,0,0.16
unit_3,1573015495525724000,,,car,0.226274,,,0.16,0,0.16
unit_3,1573015495530768000,,,car,0.452548,,,0.32,0,0.32
unit_3,1573015495535920000,,,car,0.387943,,,0.32,0.15,0.16
unit_3,1573015495545924000,,,car,0.174642,,,0.16,0.07,0
unit_3,1573015495572996000,,,car,0.262488,,,0.24,0.07,0.08
unit_3,1573015495577960000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495583008000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495588152000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495593296000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495598440000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495603456000,,,car,0.08,,,0,0,0.08
unit_3,1573015495608688000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495612776000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015495625036000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015505203828000,7,35,car,,30356.169922,26,,,
unit_3,1573015515226088000,7,35,car,,30360.529297,26,,,
unit_3,1573015525248032000,7,35,car,,30360.529297,26,,,
unit_3,1573015535270956000,7,35,car,,30842.130859,26,,,
unit_3,1573015545294828000,7,35,car,,30842.130859,26,,,
unit_3,1573015555317784000,7,35,car,,29878.439453,26,,,
unit_3,1573015565340696000,7,35,car,,30360.529297,26,,,
unit_3,1573015575364620000,7,35,car,,30842.130859,26,,,
unit_3,1573015585387540000,7,35,car,,30842.130859,26,,,
unit_3,1573015595411452000,7,35,car,,30360.529297,26,,,
unit_3,1573015605435396000,7,35,car,,30842.130859,26,,,
unit_3,1573015615458344000,7,35,car,,30360.529297,26,,,
unit_3,1573015625481196000,7,35,car,,30360.529297,26,,,
unit_3,1573015635503912000,7,35,car,,30360.529297,26,,,
unit_3,1573015645526856000,7,35,car,,30842.130859,26,,,
unit_3,1573015655549764000,7,35,car,,30360.529297,26,,,
unit_3,1573015665572908000,7,35,car,,30842.130859,26,,,
unit_3,1573015790956816000,,,car,0.24,,,0,0,0.24
unit_3,1573015790961956000,,,car,0.551725,,,0.32,0.38,0.24
unit_3,1573015790967088000,,,car,1.32484,,,0.8,0.84,0.64
unit_3,1573015790972228000,,,car,0.44587,,,0.32,0.3,0.08
unit_3,1573015790977372000,,,car,0.192094,,,0.08,0.07,0.16
unit_3,1573015790982448000,,,car,0.24,,,0,0,0.24
unit_3,1573015790987528000,,,car,0.24,,,0,0,0.24
unit_3,1573015790992688000,,,car,0.24,,,0,0,0.24
unit_3,1573015790997768000,,,car,0.24,,,0,0,0.24
unit_3,1573015791002928000,,,car,0.24,,,0,0,0.24
unit_3,1573015791008048000,,,car,0.24,,,0,0,0.24
unit_3,1573015791013188000,,,car,1.056456,,,0.64,0.69,0.48
unit_3,1573015791018320000,,,car,1.106752,,,0.72,0.69,0.48
unit_3,1573015791023420000,,,car,0.332415,,,0.24,0.23,0
unit_3,1573015791028504000,,,car,0.24,,,0,0,0.24
unit_3,1573015791033584000,,,car,0.24,,,0,0,0.24
unit_3,1573015791037752000,,,car,0.24,,,0,0,0.24
unit_3,1573015791042872000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015791047992000,,,car,0.174642,,,0,0.07,0.16
unit_3,1573015791053148000,,,car,0.192094,,,0.08,0.07,0.16
unit_3,1573015791058408000,,,car,6.305942,,,0.88,0.23,6.24
unit_3,1573015791064220000,,,car,1.132828,,,0.08,0.15,1.12
unit_3,1573015791068592000,,,car,2.865118,,,1.6,1.15,2.08
unit_3,1573015791073612000,,,car,1.498032,,,0.96,1.15,0
unit_3,1573015791077668000,,,car,0.907083,,,0.4,0.38,0.72
unit_3,1573015791082808000,,,car,0.436463,,,0.16,0.07,0.4
unit_3,1573015791087952000,,,car,0.554617,,,0.24,0.3,0.4
unit_3,1573015791093088000,,,car,1.261269,,,0.08,0.38,1.2
unit_3,1573015791098232000,,,car,0.4272,,,0.32,0.15,0.24
unit_3,1573015791137796000,,,car,0.233452,,,0.16,0.15,0.08
unit_3,1573015791142260000,,,car,0.178885,,,0.16,0,0.08
unit_3,1573015791147372000,,,car,0.178885,,,0.16,0,0.08
unit_3,1573015791152460000,,,car,0.178885,,,0.16,0,0.08
unit_3,1573015791157584000,,,car,0.08,,,0.08,0,0
unit_3,1573015791162720000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015791167768000,,,car,0.113137,,,0.08,0,0.08
unit_3,1573015791172880000,,,car,0.08,,,0,0,0.08
unit_3,1573015791177976000,,,car,0,,,0,0,0
unit_3,1573015791183204000,,,car,0.106301,,,0,0.07,0.08
unit_3,1573015791189756000,,,car,0.271477,,,0.16,0.15,0.16
unit_3,1573015795877864000,7,35,car,,30842.130859,26,,,
unit_3,1573015805901800000,7,35,car,,30842.130859,26,,,
unit_3,1573015815925740000,7,35,car,,30842.130859,26,,,
unit_3,1573015825949688000,7,35,car,,30842.130859,26,,,
unit_3,1573015835972656000,7,35,car,,30842.130859,26,,,
unit_3,1573015845996544000,7,35,car,,30842.130859,26,,,
unit_3,1573015856019480000,7,35,car,,30360.529297,26,,,
unit_3,1573015866043404000,7,35,car,,30360.529297,26,,,
unit_3,1573015876067296000,7,35,car,,30842.130859,26,,,
unit_3,1573015886090228000,7,35,car,,30842.130859,26,,,
unit_3,1573015896112156000,7,35,car,,30360.529297,26,,,
unit_3,1573015906134044000,7,35,car,,30360.529297,26,,,
unit_3,1573015916155920000,7,35,car,,30842.130859,26,,,
unit_3,1573015926179816000,7,35,car,,30842.130859,26,,,
unit_3,1573015936202776000,7,35,car,,30360.529297,26,,,
unit_3,1573015946226680000,7,35,car,,30842.130859,26,,,
unit_3,1573015956250464000,7,35,car,,30842.130859,26,,,
unit_3,1573015966274516000,7,35,car,,30842.130859,26,,,
unit_3,1573015976297512000,7,35,car,,30842.130859,26,,,
unit_3,1573015986320424000,7,35,car,,30842.130859,26,,,
unit_3,1573015996343340000,7,35,car,,30360.529297,26,,,
unit_3,1573016006366204000,7,35,car,,29878.439453,26,,,
unit_3,1573016016389132000,7,35,car,,30842.130859,26,,,
unit_3,1573016026411048000,7,35,car,,30842.130859,26,,,
unit_3,1573016036432936000,7,35,car,,30842.130859,26,,,
unit_3,1573016046455844000,7,35,car,,30842.130859,26,,,
unit_3,1573016166735868000,7,35,car,,30360.529297,26,,,
unit_3,1573016169059616000,,,car,0.25,,,0.08,0,0.24
unit_3,1573016169063764000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169068916000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169073912000,,,car,0.24,,,0,0,0.24
unit_3,1573016169079140000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169084204000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169089356000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169094464000,,,car,0.38,,,0.24,0.3,0
unit_3,1573016169099604000,,,car,0.34,,,0.24,0.23,0.08
unit_3,1573016169104748000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169109812000,,,car,0.26,,,0.08,0.07,0.24
unit_3,1573016169114964000,,,car,0.34,,,0.08,0.07,0.32
unit_3,1573016169120108000,,,car,0.34,,,0.08,0.07,0.32
unit_3,1573016169125136000,,,car,0.33,,,0.08,0,0.32
unit_3,1573016169130248000,,,car,0.33,,,0.08,0,0.32
unit_3,1573016169135408000,,,car,0.4,,,0,0,0.4
unit_3,1573016169140488000,,,car,0.4,,,0,0,0.4
unit_3,1573016169145712000,,,car,0.97,,,0.64,0.61,0.4
unit_3,1573016169149768000,,,car,3.44,,,0.88,0.92,3.2
unit_3,1573016169154916000,,,car,1.12,,,0.4,0.07,1.04
unit_3,1573016169160088000,,,car,6.36,,,0.64,0.38,6.32
unit_3,1573016169165816000,,,car,1.46,,,0.08,0.53,1.36
unit_3,1573016169170300000,,,car,1.84,,,0.08,0.07,1.84
unit_3,1573016169175360000,,,car,0.57,,,0.4,0.07,0.4
unit_3,1573016169180488000,,,car,0.65,,,0.32,0.3,0.48
unit_3,1573016169185628000,,,car,1.22,,,0.08,0.23,-1.2
unit_3,1573016169189688000,,,car,0.72,,,0.16,0.3,0.64
